codigo;nome;preco;imagem;link
"9ZP";"KIT DE FRESAS PARA TUPIA COM 12 PCS 6MM";"R$ 105,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_482001-580x435.PNG?version=2025061115504904122024082524";"https://camargoebarros.futurasistemas.com.br/3385-KIT-DE-FRESAS-PARA-TUPIA-COM-12-PCS-6MM-9ZP"
"BOM-5207";"KIT DE FRESAS PARA TUPIA COM 12 PCS 6MM";"R$ 85,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_514401-580x435.JPG?version=2026031813314704122024082524";"https://camargoebarros.futurasistemas.com.br/3625-KIT-DE-FRESAS-PARA-TUPIA-COM-12-PCS-6MM-BOM-5207"
"BOM-5588";"KIT DE 6 BROCAS ALARGADOR EXPANSOR DE CANO TUBO DE COBRE";"R$ 35,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_521701-580x435.JPG?version=2025080111361104122024082524";"https://camargoebarros.futurasistemas.com.br/3670-KIT-DE-6-BROCAS-ALARGADOR-EXPANSOR-DE-CANO-TUBO-DE-COBRE-BOM-5588"
"AR0404";"KIT DE BITS 10 PCS P/ PARAFUSADEIRA STARTOOLS";"R$ 4,20";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_374101-580x435.PNG?version=2025080609575704122024082524";"https://camargoebarros.futurasistemas.com.br/2487-KIT-DE-BITS-10-PCS-P-PARAFUSADEIRA-STARTOOLS-AR0404"
"BOM-5053";"KIT DE BITS 3 PCS ADAPTADORES DE SOQUETES COM TRAVA ESFERICA";"R$ 7,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_556801-580x435.JPG?version=2026031918481304122024082524";"https://camargoebarros.futurasistemas.com.br/3902-KIT-DE-BITS-3-PCS-ADAPTADORES-DE-SOQUETES-COM-TRAVA-ESFERICA--BOM-5053"
"AR0405";"KIT DE BITS 7 PCS P/ PARAFUSADEIRA STARTOOLS";"R$ 6,30";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_374201-580x435.PNG?version=2025080610002804122024082524";"https://camargoebarros.futurasistemas.com.br/7908348206449"
"BOM-5040";"KIT DE BITS PONTA PHILIPS PARA IMPACTO AÇO S2 10 PCS PH2 X 50 MM";"R$ 12,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_550001-580x435.JPG?version=2026022017222804122024082524";"https://camargoebarros.futurasistemas.com.br/3842-KIT-DE-BITS-PONTA-PHILIPS-PARA-IMPACTO-ACO-S2-10-PCS-PH2-X-50-MM-BOM-5040"
"BOM-5003";"KIT DE BITS PONTA DUPLA FENDA E PHILIPS 10 PCS COM IMÃ PH2 X 65 MM";"R$ 7,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_468701-580x435.PNG?version=2025062012313204122024082524";"https://camargoebarros.futurasistemas.com.br/3280-KIT-DE-BITS-PONTA-DUPLA-FENDA-E-PHILIPS-10-PCS-COM-IMA-PH2-X-65-MM-BOM-5003"
"BOM-5005";"KIT DE BITS PONTA DUPLA PHILIPS 10 PCS COM IMÃ PH2 X 100 MM";"R$ 12,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_468601-580x435.PNG?version=2026052015225304122024082524";"https://camargoebarros.futurasistemas.com.br/3279-KIT-DE-BITS-PONTA-DUPLA-PHILIPS-10-PCS-COM-IMA-PH2-X-100-MM-BOM-5005"
"BOM-5004";"KIT DE BITS PONTA DUPLA PHILIPS 10 PCS COM IMÃ PH2 X 65 MM";"R$ 8,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_445601-580x435.PNG?version=2026022018493204122024082524";"https://camargoebarros.futurasistemas.com.br/3117-KIT-DE-BITS-PONTA-DUPLA-PHILIPS-10-PCS-COM-IMA-PH2-X-65-MM-BOM-5004"
"BOM-5050";"KIT DE BITS PONTA PHILIPS E BROCAS AÇO S2 COM 11 PCS";"R$ 35,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_550601-580x435.JPG?version=2026022019005404122024082524";"https://camargoebarros.futurasistemas.com.br/3848-KIT-DE-BITS-PONTA-PHILIPS-E-BROCAS-ACO-S2-COM-11-PCS--BOM-5050"
"9MA";"KIT DE BROCAS AÇO RAPIDO METAL C/ 13 PCS 1.5 - 6.5 MM";"R$ 22,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_511401-580x435.JPG?version=2025092218293804122024082524";"https://camargoebarros.futurasistemas.com.br/3596-KIT-DE-BROCAS-ACO-RAPIDO-METAL-C-13-PCS-1-5--6-5-MM-9MA"
"AR0124";"KIT DE BROCAS AÇO RAPIDO METAL C/ 5 PCS 4,5,6,8,10MM STARTOOLS";"R$ 15,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_346101-580x435.PNG?version=2025071617253404122024082524";"https://camargoebarros.futurasistemas.com.br/2489-KIT-DE-BROCAS-ACO-RAPIDO-METAL-C-5-PCS-4-5-6-8-10MM-STARTOOLS-AR0124"
"5060";"KIT DE BROCAS E TALHADEIRAS SDS 17 PCS NA MALETA BOM-";"R$ 105,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_552501-580x435.JPG?version=2026030910280304122024082524";"https://camargoebarros.futurasistemas.com.br/3864-KIT-DE-BROCAS-E-TALHADEIRAS-SDS-17-PCS-NA-MALETA-BOM-5060"
"BOM-5021";"KIT DE BROCAS ESCALONADA C/3 PCS";"R$ 26,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_492301-580x435.PNG?version=2025112214135704122024082524";"https://camargoebarros.futurasistemas.com.br/3456-KIT-DE-BROCAS-ESCALONADA-C-3-PCS-BOM-5021"
"19114";"KIT DE BROCAS ESCAREADORA C/3 PCS NAVY";"R$ 22,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_566001-580x435.JPG?version=2026051811452904122024082524";"https://camargoebarros.futurasistemas.com.br/3971-KIT-DE-BROCAS-ESCAREADORA-C-3-PCS-NAVY-19114"
"AR0122";"KIT DE BROCAS P/ CONCRETO C/ 5 PCS 4,5,6,8,10MM STARTOOLS";"R$ 13,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_346301-580x435.PNG?version=2025071617052904122024082524";"https://camargoebarros.futurasistemas.com.br/2466-KIT-DE-BROCAS-P-CONCRETO-C-5-PCS-4-5-6-8-10MM-STARTOOLS-AR0122"
"SR1132";"KIT DE BROCAS P/ CONCRETO, MADEIRA E METAL C/ 16 PCS";"R$ 26,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_554701-580x435.JPG?version=2026031214441904122024082524";"https://camargoebarros.futurasistemas.com.br/3885-KIT-DE-BROCAS-P-CONCRETO-MADEIRA-E-METAL-C-16-PCS-SR1132"
"AR0123";"KIT DE BROCAS P/ MADEIRA C/ 5 PCS 4,5,6,8,10MM STARTOOLS";"R$ 9,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_346401-580x435.PNG?version=2026012118112204122024082524";"https://camargoebarros.futurasistemas.com.br/2467-KIT-DE-BROCAS-P-MADEIRA-C-5-PCS-4-5-6-8-10MM-STARTOOLS-AR0123"
"BOM-5029";"KIT DE BROCAS PARA MADEIRA TIPO FORSTNER 5PCS 15, 20, 25, 30 E 35MM";"R$ 38,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_490001-580x435.PNG?version=2025080116064204122024082524";"https://camargoebarros.futurasistemas.com.br/3443-KIT-DE-BROCAS-PARA-MADEIRA-TIPO-FORSTNER-5PCS-15-20-25-30-E-35MM-BOM-5029"
"BOM-5059";"KIT DE BROCAS SDS 5 PCS 6, 8, 10, 12 MM PARA CONCRETO";"R$ 22,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_552401-580x435.JPG?version=2026030910050704122024082524";"https://camargoebarros.futurasistemas.com.br/3863-KIT-DE-BROCAS-SDS-5-PCS-6-8-10-12-MM-PARA-CONCRETO-BOM-5059"
"BOM-5309";"KIT DE BUCHA 10MM COM 100 PCS";"R$ 8,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_479201-580x435.PNG?version=2025021314444304122024082524";"https://camargoebarros.futurasistemas.com.br/3360-KIT-DE-BUCHA-10MM-COM-100-PCS-BOM-5309"
"BOM-5310";"KIT DE BUCHA 12MM COM 100 PCS";"R$ 12,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_475701-580x435.PNG?version=2026041518375804122024082524";"https://camargoebarros.futurasistemas.com.br/3331-KIT-DE-BUCHA-12MM-COM-100-PCS-BOM-5310"
"BOM-5307";"KIT DE BUCHA 6MM COM 100 PCS";"R$ 2,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_475601-580x435.PNG?version=2025062011344904122024082524";"https://camargoebarros.futurasistemas.com.br/3330-KIT-DE-BUCHA-6MM-COM-100-PCS-BOM-5307"
"BOM-5308";"KIT DE BUCHA 8MM COM 100 PCS";"R$ 5,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_479101-580x435.PNG?version=2025082115505904122024082524";"https://camargoebarros.futurasistemas.com.br/3359-KIT-DE-BUCHA-8MM-COM-100-PCS-BOM-5308"
"BOM-5301";"KIT DE PARAFUSO CHIPBOARD 5*50MM COM 10 PCS";"R$ 4,30";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_471701-580x435.PNG?version=2025092318184504122024082524";"https://camargoebarros.futurasistemas.com.br/3302-KIT-DE-PARAFUSO-CHIPBOARD-5-50MM-COM-10-PCS-BOM-5301"
"AR0276";"KIT DE PARAFUSO COM BUCHA 10MM COM 20 KITS STARTOOLS";"R$ 6,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_374301-580x435.PNG?version=2025080609482704122024082524";"https://camargoebarros.futurasistemas.com.br/2476-KIT-DE-PARAFUSO-COM-BUCHA-10MM-COM-20-KITS-STARTOOLS-AR0276"
"AR0274";"KIT DE PARAFUSO COM BUCHA 6MM COM 20 KITS STARTOOLS";"R$ 4,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_374401-580x435.PNG?version=2026021911054204122024082524";"https://camargoebarros.futurasistemas.com.br/2488-KIT-DE-PARAFUSO-COM-BUCHA-6MM-COM-20-KITS-STARTOOLS-AR0274"
"88030";"KIT DE PARAFUSO COM BUCHA 8MM COM 20 KITS NAVY";"R$ 3,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_510001-580x435.JPG?version=2025052810551904122024082524";"https://camargoebarros.futurasistemas.com.br/3587-KIT-DE-PARAFUSO-COM-BUCHA-8MM-COM-20-KITS-NAVY-88030"
"AR0275";"KIT DE PARAFUSO COM BUCHA 8MM COM 20 KITS STARTOOLS";"R$ 5,30";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_374501-580x435.PNG?version=2025080609473104122024082524";"https://camargoebarros.futurasistemas.com.br/2481-KIT-DE-PARAFUSO-COM-BUCHA-8MM-COM-20-KITS-STARTOOLS-AR0275"
"AR0676";"KIT DE PARAFUSO COM GANCHO 80MM COM BUCHA 6MM COM 2 KITS STARTOOLS";"R$ 3,20";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_493901-580x435.JPG?version=2025032809281604122024082524";"https://camargoebarros.futurasistemas.com.br/3468-KIT-DE-PARAFUSO-COM-GANCHO-80MM-COM-BUCHA-6MM-COM-2-KITS-STARTOOLS-AR0676"
"AR0681";"KIT DE PARAFUSO COM PORCA 24MM COM 3 KITS STARTOOLS";"R$ 3,20";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_494001-580x435.JPG?version=2025032809381904122024082524";"https://camargoebarros.futurasistemas.com.br/3469-KIT-DE-PARAFUSO-COM-PORCA-24MM-COM-3-KITS-STARTOOLS-AR0681"
"AR0682";"KIT DE PARAFUSO COM PORCA 44MM COM 3 KITS STARTOOLS";"R$ 3,20";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_494101-580x435.JPG?version=2025032809414204122024082524";"https://camargoebarros.futurasistemas.com.br/3470-KIT-DE-PARAFUSO-COM-PORCA-44MM-COM-3-KITS-STARTOOLS-AR0682"
"BOM-5327";"KIT DE PARAFUSO E PORCAS SORTIDOS COM 710 PCS";"R$ 85,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_547201-580x435.JPG?version=2026012812283504122024082524";"https://camargoebarros.futurasistemas.com.br/3816-KIT-DE-PARAFUSO-E-PORCAS-SORTIDOS-COM-710-PCS-BOM-5327"
"AR0677";"KIT DE PARAFUSO ESCAPULA 40MM COM BUCHA 6MM COM 6 KITS STARTOOLS";"R$ 3,20";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_559901-580x435.JPG?version=2026040814335104122024082524";"https://camargoebarros.futurasistemas.com.br/3924-KIT-DE-PARAFUSO-ESCAPULA-40MM-COM-BUCHA-6MM-COM-6-KITS-STARTOOLS-AR0677"
"AR0678";"KIT DE PARAFUSO ESCAPULA 60MM COM BUCHA 6MM COM 4 KITS STARTOOLS";"R$ 3,20";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_560001-580x435.JPG?version=2026040814335404122024082524";"https://camargoebarros.futurasistemas.com.br/3925-KIT-DE-PARAFUSO-ESCAPULA-60MM-COM-BUCHA-6MM-COM-4-KITS-STARTOOLS-AR0678"
"BOM-5302";"KIT DE PARAFUSO PARA DRYWALL 50G 3,5*35MM 20 PCS";"R$ 4,20";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_480001-580x435.PNG?version=2025112212043004122024082524";"https://camargoebarros.futurasistemas.com.br/3369-KIT-DE-PARAFUSO-PARA-DRYWALL-50G-3-5-35MM-20-PCS-BOM-5302"
"AR0687";"KIT DE PREGO COM 10 UNIDADES 3 X 62MM STARTOOLS";"R$ 3,20";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_494301-580x435.JPG?version=2025032809451104122024082524";"https://camargoebarros.futurasistemas.com.br/3472-KIT-DE-PREGO-COM-10-UNIDADES-3-X-62MM-STARTOOLS-AR0687"
"AR0686";"KIT DE PREGO COM 12 UNIDADES 2,8 X 50MM STARTOOLS";"R$ 3,20";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_494201-580x435.JPG?version=2025032809441304122024082524";"https://camargoebarros.futurasistemas.com.br/3471-KIT-DE-PREGO-COM-12-UNIDADES-2-8-X-50MM-STARTOOLS-AR0686"
"AR0683";"KIT DE PREGO COM 120 UNIDADES 1,5 X 20MM STARTOOLS";"R$ 3,20";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_474101-580x435.PNG?version=2025080612051204122024082524";"https://camargoebarros.futurasistemas.com.br/3315-KIT-DE-PREGO-COM-120-UNIDADES-1-5-X-20MM-STARTOOLS-AR0683"
"AR0685";"KIT DE PREGO COM 30 UNIDADES 2,2 X 38MM STARTOOLS";"R$ 3,20";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_473901-580x435.PNG?version=2025080612063504122024082524";"https://camargoebarros.futurasistemas.com.br/3313-KIT-DE-PREGO-COM-30-UNIDADES-2-2-X-38MM-STARTOOLS-AR0685"
"AR0684";"KIT DE PREGO COM 80 UNIDADES 1,5 X 25MM STARTOOLS";"R$ 3,20";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_474001-580x435.PNG?version=2025080612063104122024082524";"https://camargoebarros.futurasistemas.com.br/3314-KIT-DE-PREGO-COM-80-UNIDADES-1-5-X-25MM-STARTOOLS-AR0684"
"BOM-5320";"KIT DE PREGO PARA CONCRETO COM 50G APROXIMADAMENTE 28 UNIDADES 1,5 X 25MM";"R$ 4,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_511801-580x435.JPG?version=2025062013455004122024082524";"https://camargoebarros.futurasistemas.com.br/3600-KIT-DE-PREGO-PARA-CONCRETO-COM-50G-APROXIMADAMENTE-28-UNIDADES-1-5-X-25MM-BOM-5320"
"BOM-5371";"KIT DE PREGO PINO 42MM COM 100 UN. PARA FIXAR TUBOS DE 25MM 7.3 X 25MM";"R$ 38,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_564801-580x435.JPG?version=2026042714570904122024082524";"https://camargoebarros.futurasistemas.com.br/3960-KIT-DE-PREGO-PINO-42MM-COM-100-UN-PARA-FIXAR-TUBOS-DE-25MM-7-3-X-25MM-BOM-5371"
"BOM-5372";"KIT DE PREGO PINO 42MM COM 100 UNIDADES 7.3 X 27MM";"R$ 23,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_564701-580x435.JPG?version=2026043010310004122024082524";"https://camargoebarros.futurasistemas.com.br/3959-KIT-DE-PREGO-PINO-42MM-COM-100-UNIDADES-7-3-X-27MM-BOM-5372"
"BOM-2709";"KIT DE PUXADOR PARA MOVEIS 4" COM 2 PCS";"R$ 3,60";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_480101-580x435.PNG?version=2026022615082604122024082524";"https://camargoebarros.futurasistemas.com.br/3365-KIT-DE-PUXADOR-PARA-MOVEIS-4-COM-2-PCS-BOM-2709"
"BOM-2708";"KIT DE PUXADOR PARA MOVEIS 5" COM 2 PCS";"R$ 5,20";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_480201-580x435.PNG?version=2026022710205504122024082524";"https://camargoebarros.futurasistemas.com.br/3366-KIT-DE-PUXADOR-PARA-MOVEIS-5-COM-2-PCS-BOM-2708"
"AR0297";"KIT DE REBITES 50 PCS 20 5X10MM E 30 4X8MM STARTOOLS";"R$ 7,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_376201-580x435.PNG?version=2025040413494704122024082524";"https://camargoebarros.futurasistemas.com.br/2479-KIT-DE-REBITES-50-PCS-20-5X10MM-E-30-4X8MM-STARTOOLS-AR0297"
"BOM-5010";"KIT DE SOQUETES CANHÃO PONTA MAGNÉTICO C/ 5 PCS 1/4" X 65MM";"R$ 9,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_532501-580x435.JPG?version=2025100110264204122024082524";"https://camargoebarros.futurasistemas.com.br/3743-KIT-DE-SOQUETES-CANHAO-PONTA-MAGNETICO-C-5-PCS-1-4-X-65MM-BOM-5010"
"BOM-5011";"KIT DE SOQUETES CANHÃO PONTA MAGNÉTICO C/ 5 PCS 5/16" X 65MM";"R$ 9,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_444401-580x435.PNG?version=2025100110224104122024082524";"https://camargoebarros.futurasistemas.com.br/3107-KIT-DE-SOQUETES-CANHAO-PONTA-MAGNETICO-C-5-PCS-5-16-X-65MM-BOM-5011"
"BOM-5009";"KIT DE SOQUETES CANHÃO C/ 9 PCS 5 ~13 MM X 40 MM";"R$ 8,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_513201-580x435.JPG?version=2026020513165204122024082524";"https://camargoebarros.futurasistemas.com.br/3609-KIT-DE-SOQUETES-CANHAO-C-9-PCS-5-13-MM-X-40-MM-BOM-5009"
"BOM-5012";"KIT DE SOQUETES CANHÃO PONTA MAGNÉTICO C/ 5 PCS 3/8" X 65MM";"R$ 9,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_444301-580x435.PNG?version=2025100110280904122024082524";"https://camargoebarros.futurasistemas.com.br/3106-KIT-DE-SOQUETES-CANHAO-PONTA-MAGNETICO-C-5-PCS-3-8-X-65MM-BOM-5012"
"BOM-5019";"KIT DE SOQUETES CANHÃO PONTA MAGNÉTICO C/ 5 PCS 6, 8, 10, 11, 13 MM X 65MM";"R$ 11,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_532601-580x435.JPG?version=2025100110431404122024082524";"https://camargoebarros.futurasistemas.com.br/3744-KIT-DE-SOQUETES-CANHAO-PONTA-MAGNETICO-C-5-PCS-6-8-10-11-13-MM-X-65MM-BOM-5019"
"1AD";"KIT DE SOQUETES PONTA MAGNÉTICO C/ 2 PCS 10MM X 48MM EDA";"R$ 5,20";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_557401-580x435.JPG?version=2026032016123404122024082524";"https://camargoebarros.futurasistemas.com.br/3910-KIT-DE-SOQUETES-PONTA-MAGNETICO-C-2-PCS-10MM-X-48MM-EDA-1AD"
"1AE";"KIT DE SOQUETES PONTA MAGNÉTICO C/ 2 PCS 11MM X 48MM EDA";"R$ 5,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_557601-580x435.JPG?version=2026032016224004122024082524";"https://camargoebarros.futurasistemas.com.br/3911-KIT-DE-SOQUETES-PONTA-MAGNETICO-C-2-PCS-11MM-X-48MM-EDA-1AE"
"1AF";"KIT DE SOQUETES PONTA MAGNÉTICO C/ 2 PCS 13MM X 48MM EDA";"R$ 5,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_557701-580x435.JPG?version=2026032016224504122024082524";"https://camargoebarros.futurasistemas.com.br/3908-KIT-DE-SOQUETES-PONTA-MAGNETICO-C-2-PCS-13MM-X-48MM-EDA-1AF"
"1AC";"KIT DE SOQUETES PONTA MAGNÉTICO C/ 2 PCS 13MM X 48MM EDA 1AF KIT DE SOQUETES PONTA MAGNÉTICO C/ 2 PCS 8MM X 48MM EDA";"R$ 5,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_557501-580x435.JPG?version=2026032016224904122024082524";"https://camargoebarros.futurasistemas.com.br/3909-KIT-DE-SOQUETES-PONTA-MAGNETICO-C-2-PCS-13MM-X-48MM-EDA-1AF"
"66003";"KIT DE SOQUETES PONTA MAGNÉTICO C/ 4 PCS 5/16" X 65MM";"R$ 7,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_405401-580x435.PNG?version=2024051012134504122024082524";"https://camargoebarros.futurasistemas.com.br/2864-KIT-DE-SOQUETES-PONTA-MAGNETICO-C-4-PCS-5-16-X-65MM-66003"
"BOM-5022";"KIT DE SOQUETES PONTA MAGNÉTICO C/ 5 PCS 1/4, 5/16, 3/8, 7/16, 1/2 X 50MM";"R$ 9,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_512501-580x435.JPG?version=2025062613030404122024082524";"https://camargoebarros.futurasistemas.com.br/3606-KIT-DE-SOQUETES-PONTA-MAGNETICO-C-5-PCS-1-4-5-16-3-8-7-16-1-2-X-50MM-BOM-5022"
"AR0694";"KIT DOBRADIÇAS DE AÇO 2" COM 2 PCS";"R$ 3,60";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_431201-580x435.PNG?version=2025032809510604122024082524";"https://camargoebarros.futurasistemas.com.br/3036-KIT-DOBRADICAS-DE-ACO-2-COM-2-PCS-AR0694"
"AR0695";"KIT DOBRADIÇAS DE AÇO 3" COM 2 PCS";"R$ 4,80";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_431401-580x435.PNG?version=2025032809511004122024082524";"https://camargoebarros.futurasistemas.com.br/3038-KIT-DOBRADICAS-DE-ACO-3-COM-2-PCS-AR0695"
"AR0696";"KIT DOBRADIÇAS DE AÇO 4" COM 2 PCS";"R$ 7,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_431301-580x435.PNG?version=2025091211375304122024082524";"https://camargoebarros.futurasistemas.com.br/3037-KIT-DOBRADICAS-DE-ACO-4-COM-2-PCS-AR0696"
"AR0253";"KIT ESCOVA DE AÇO COM 3 PCS 17,5CM STARTOOLS";"R$ 5,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_380601-580x435.PNG?version=2025080609423304122024082524";"https://camargoebarros.futurasistemas.com.br/2446-KIT-ESCOVA-DE-ACO-COM-3-PCS-17-5CM-STARTOOLS-AR0253"
"BOM-5541";"KIT ESPAGUETE TUBO ISOLANTE TERMORRETRATIL 80 PCS";"R$ 7,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_527901-580x435.JPG?version=2025082818085204122024082524";"https://camargoebarros.futurasistemas.com.br/3707-KIT-ESPAGUETE-TUBO-ISOLANTE-TERMORRETRATIL-80-PCS-BOM-5541"
"9OB";"KIT FERRAMENTAS ACESSÓRIOS PARA SOQUETES COM 4 PÇS EDA";"R$ 70,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_482501-580x435.PNG?version=2025022415513204122024082524";"https://camargoebarros.futurasistemas.com.br/3387-KIT-FERRAMENTAS-ACESSORIOS-PARA-SOQUETES-COM-4-PCS-EDA-9OB"
"9OC";"KIT FERRAMENTAS ACESSÓRIOS PARA SOQUETES COM 5 PÇS EDA";"R$ 100,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_482601-580x435.PNG?version=2025022511591004122024082524";"https://camargoebarros.futurasistemas.com.br/3392-KIT-FERRAMENTAS-ACESSORIOS-PARA-SOQUETES-COM-5-PCS-EDA-9OC"
"AR0631";"KIT FERRAMENTAS C/ ESTILETE REFIL, CHAVE E TRENA 2M STARTOOLS";"R$ 10,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_493701-580x435.JPG?version=2025072217304004122024082524";"https://camargoebarros.futurasistemas.com.br/3467-KIT-FERRAMENTAS-C-ESTILETE-REFIL-CHAVE-E-TRENA-2M-STARTOOLS-AR0631"
"OAG";"KIT FERRAMENTAS EXTENSÕES PARA SOQUETES 1/2 COM 3 PÇS EDA";"R$ 58,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_482701-580x435.PNG?version=2025022511591304122024082524";"https://camargoebarros.futurasistemas.com.br/3393-KIT-FERRAMENTAS-EXTENSOES-PARA-SOQUETES-1-2-COM-3-PCS-EDA-OAG"
