codigo;nome;preco;imagem;link
"BOM-5663";"ADAPTADOR 1/2 P/ MANDRIL ENCAIXE SDS PLUS 14MM MARTELETE";"R$ 3,60";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_500001-580x435.PNG?version=2025093016103004122024082524";"https://camargoebarros.futurasistemas.com.br/3505-ADAPTADOR-1-2-P-MANDRIL-ENCAIXE-SDS-PLUS-14MM-MARTELETE-BOM-5663"
"SR1183";"MINI MOTOSSERRA 6", APARADOR DE GRAMA, SOPADOR E TESOURA DE PODA C/ 2 BATERIA 21V";"R$ 550,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_567201-580x435.JPG?version=2026052210210904122024082524";"https://camargoebarros.futurasistemas.com.br/3984-MINI-MOTOSSERRA-6--APARADOR-DE-GRAMA-SOPADOR-E-TESOURA-DE-PODA-C-2-BATERIA-21V-SR1183"
"SR1224";"PA DE BICO CABO DE MADEIRA 26" STARTOOLS";"R$ 29,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_563001-580x435.JPG?version=2026041316590904122024082524";"https://camargoebarros.futurasistemas.com.br/3940-PA-DE-BICO-CABO-DE-MADEIRA-26--STARTOOLS-SR1224"
"SR1223";"PA QUADRADO CABO DE MADEIRA 26" STARTOOLS";"R$ 29,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_562901-580x435.JPG?version=2026041316590404122024082524";"https://camargoebarros.futurasistemas.com.br/3939-PA-QUADRADO-CABO-DE-MADEIRA-26--STARTOOLS-SR1223"
"BOM-9908";"PARAFUSADEIRA KIT OFICINA 12V C/2 BATERIAS";"R$ 395,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_456601-580x435.PNG?version=2025012013191704122024082524";"https://camargoebarros.futurasistemas.com.br/3201-PARAFUSADEIRA-KIT-OFICINA-12V-C-2-BATERIAS-BOM-9908"
"OAQ";"PEGADOR DE PEÇAS COM IMÃ E LOCALIZADOR DE PEÇAS COM ESPELHO EDA";"R$ 21,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_466701-580x435.PNG?version=2024121313173904122024082524";"https://camargoebarros.futurasistemas.com.br/3266-PEGADOR-DE-PECAS-COM-IMA-E-LOCALIZADOR-DE-PECAS-COM-ESPELHO-EDA-OAQ"
"BOM-2711";"ABRAÇADEIRA DE AÇO COM 8 PCS";"R$ 5,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_472601-580x435.PNG?version=2025011719012604122024082524";"https://camargoebarros.futurasistemas.com.br/3311-ABRACADEIRA-DE-ACO-COM-8-PCS-BOM-2711"
"AR0258";"ABRAÇADEIRA DE AÇO INOX 10X16 MM ALEMÃO PACOTE C/ 100 PCS STARTOOLS";"R$ 69,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_394501-580x435.PNG?version=2025032713121604122024082524";"https://camargoebarros.futurasistemas.com.br/2767-ABRACADEIRA-DE-ACO-INOX-10X16-MM-ALEMAO-PACOTE-C-100-PCS-STARTOOLS-AR0258"
"AR0261";"ABRAÇADEIRA DE AÇO INOX 10X16 MM AMERICA BORBOLETA PACOTE C/ 100 PCS STARTOOLS";"R$ 54,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_394201-580x435.PNG?version=2025032713164504122024082524";"https://camargoebarros.futurasistemas.com.br/2764-ABRACADEIRA-DE-ACO-INOX-10X16-MM-AMERICA-BORBOLETA-PACOTE-C-100-PCS-STARTOOLS-AR0261"
"AR0255";"ABRAÇADEIRA DE AÇO INOX 10X16 MM AMERICANO PACOTE C/ 100 PCS STARTOOLS";"R$ 31,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_394401-580x435.PNG?version=2026011917541104122024082524";"https://camargoebarros.futurasistemas.com.br/2766-ABRACADEIRA-DE-ACO-INOX-10X16-MM-AMERICANO-PACOTE-C-100-PCS-STARTOOLS-AR0255"
"AR0259";"ABRAÇADEIRA DE AÇO INOX 13X19 MM ALEMÃO PACOTE C/ 100 PCS STARTOOLS";"R$ 69,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_394601-580x435.PNG?version=2026011917591604122024082524";"https://camargoebarros.futurasistemas.com.br/2768-ABRACADEIRA-DE-ACO-INOX-13X19-MM-ALEMAO-PACOTE-C-100-PCS-STARTOOLS-AR0259"
"AR0262";"ABRAÇADEIRA DE AÇO INOX 13X19 MM AMERICA BORBOLETA PACOTE C/ 100 PCS STARTOOLS";"R$ 57,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_394101-580x435.PNG?version=2026011918043504122024082524";"https://camargoebarros.futurasistemas.com.br/2763-ABRACADEIRA-DE-ACO-INOX-13X19-MM-AMERICA-BORBOLETA-PACOTE-C-100-PCS-STARTOOLS-AR0262"
"AR0256";"ABRAÇADEIRA DE AÇO INOX 13X19 MM AMERICANO PACOTE C/ 100 PCS STARTOOLS";"R$ 33,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_394301-580x435.PNG?version=2026011917562404122024082524";"https://camargoebarros.futurasistemas.com.br/2765-ABRACADEIRA-DE-ACO-INOX-13X19-MM-AMERICANO-PACOTE-C-100-PCS-STARTOOLS-AR0256"
"BOM-5423";"ABRAÇADEIRA DE AÇO INOXIDAVEL ENFORCA GATO C/ 100 PCS 10 X 400MM";"R$ 52,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_564401-580x435.JPG?version=2026042217555504122024082524";"https://camargoebarros.futurasistemas.com.br/3956-ABRACADEIRA-DE-ACO-INOXIDAVEL-ENFORCA-GATO-C-100-PCS-10-X-400MM-BOM-5423"
"BOM-5402";"ABRAÇADEIRA DE AÇO INOXIDAVEL ENFORCA GATO C/ 100 PCS 4,6X200MM";"R$ 16,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_551101-580x435.JPG?version=2026022315551304122024082524";"https://camargoebarros.futurasistemas.com.br/3853-ABRACADEIRA-DE-ACO-INOXIDAVEL-ENFORCA-GATO-C-100-PCS-4-6X200MM-BOM-5402"
"B0M-5403";"ABRAÇADEIRA DE AÇO INOXIDAVEL ENFORCA GATO C/ 100 PCS 4,6X250MM BOM-5403 ABRAÇADEIRA DE AÇO INOXIDAVEL ENFORCA GATO C/ 100 PCS 4,6X250MM BOM-5403";"R$ 18,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_549501-580x435.JPG?version=2026021211011604122024082524";"https://camargoebarros.futurasistemas.com.br/3838-ABRACADEIRA-DE-ACO-INOXIDAVEL-ENFORCA-GATO-C-100-PCS-4-6X250MM-BOM-5403"
"BOM-5412";"ABRAÇADEIRA DE AÇO INOXIDAVEL ENFORCA GATO C/ 100 PCS 8 X 200MM";"R$ 29,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_549401-580x435.JPG?version=2026021210483504122024082524";"https://camargoebarros.futurasistemas.com.br/3839-ABRACADEIRA-DE-ACO-INOXIDAVEL-ENFORCA-GATO-C-100-PCS-8-X-200MM-BOM-5412"
"BOM-5414";"ABRAÇADEIRA DE AÇO INOXIDAVEL ENFORCA GATO C/ 100 PCS 8 X 300MM";"R$ 35,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_549301-580x435.JPG?version=2026021210483204122024082524";"https://camargoebarros.futurasistemas.com.br/3840-ABRACADEIRA-DE-ACO-INOXIDAVEL-ENFORCA-GATO-C-100-PCS-8-X-300MM-BOM-5414"
"BOM-5415";"ABRAÇADEIRA DE AÇO INOXIDAVEL ENFORCA GATO C/ 100 PCS 8 X 400MM";"R$ 42,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_564301-580x435.JPG?version=2026042217543604122024082524";"https://camargoebarros.futurasistemas.com.br/3955-ABRACADEIRA-DE-ACO-INOXIDAVEL-ENFORCA-GATO-C-100-PCS-8-X-400MM-BOM-5415"
"10905";"ABRAÇADEIRA DE NAYLON ENFORCA GATO C/ 10 PCS 12X650MM NAVY";"R$ 10,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_520801-580x435.JPG?version=2025072910010404122024082524";"https://camargoebarros.futurasistemas.com.br/3662-ABRACADEIRA-DE-NAYLON-ENFORCA-GATO-C-10-PCS-12X650MM-NAVY-10905"
"14028";"ABRAÇADEIRA DE NAYLON ENFORCA GATO C/ 100 PCS 4,8X250MM NAVY";"R$ 7,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_510101-580x435.JPG?version=2025111215402604122024082524";"https://camargoebarros.futurasistemas.com.br/3588-ABRACADEIRA-DE-NAYLON-ENFORCA-GATO-C-100-PCS-4-8X250MM-NAVY-14028"
"BOM-5509";"ABRAÇADEIRA DE NAYLON ENFORCA GATO C/ 100 PCS 7,6X350MM";"R$ 19,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_470701-580x435.PNG?version=2025110713391804122024082524";"https://camargoebarros.futurasistemas.com.br/3293-ABRACADEIRA-DE-NAYLON-ENFORCA-GATO-C-100-PCS-7-6X350MM-BOM-5509"
"88038";"ABRAÇADEIRA DE NAYLON ENFORCA GATO C/100 PCS 7,6X300MM";"R$ 23,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_452201-580x435.PNG?version=2024100118321104122024082524";"https://camargoebarros.futurasistemas.com.br/3146-ABRACADEIRA-DE-NAYLON-ENFORCA-GATO-C-100-PCS-7-6X300MM-88038"
"40029";"ABRAÇADEIRA DE NAYLON ENFORCA GATO C/100 PCS 7,6X450MM";"R$ 26,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_335201-580x435.PNG?version=2025111215392704122024082524";"https://camargoebarros.futurasistemas.com.br/2356-ABRACADEIRA-DE-NAYLON-ENFORCA-GATO-C-100-PCS-7-6X450MM-40029"
"BOM-5504";"ABRAÇADEIRA DE NYLON ENFORCA GATO C/ 100 PCS 4,8X200MM";"R$ 5,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_440901-580x435.PNG?version=2025081110474404122024082524";"https://camargoebarros.futurasistemas.com.br/3087-ABRACADEIRA-DE-NYLON-ENFORCA-GATO-C-100-PCS-4-8X200MM-BOM-5504"
"BOM-5497";"ABRAÇADEIRA DE NYLON ENFORCA GATO C/ 100 PCS 4,8X300MM";"R$ 9,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_525001-580x435.JPG?version=2025110316334304122024082524";"https://camargoebarros.futurasistemas.com.br/3687-ABRACADEIRA-DE-NYLON-ENFORCA-GATO-C-100-PCS-4-8X300MM-BOM-5497"
"BOM-5498";"ABRAÇADEIRA DE NYLON ENFORCA GATO C/ 100 PCS 4,8X400MM";"R$ 12,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_524901-580x435.JPG?version=2025110316333504122024082524";"https://camargoebarros.futurasistemas.com.br/3688-ABRACADEIRA-DE-NYLON-ENFORCA-GATO-C-100-PCS-4-8X400MM-BOM-5498"
"BOM-5499";"ABRAÇADEIRA DE NYLON ENFORCA GATO C/ 100 PCS 4,8X500MM";"R$ 14,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_524801-580x435.JPG?version=2025081111441304122024082524";"https://camargoebarros.futurasistemas.com.br/3689-ABRACADEIRA-DE-NYLON-ENFORCA-GATO-C-100-PCS-4-8X500MM-BOM-5499"
"AR0140";"ABRAÇADEIRA DE NYLON ENFORCA GATO 2,5 X 100 MM COM 100 PCS";"R$ 2,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_395401-580x435.PNG?version=2025080518205804122024082524";"https://camargoebarros.futurasistemas.com.br/2775-ABRACADEIRA-DE-NYLON-ENFORCA-GATO-2-5-X-100-MM-COM-100-PCS-AR0140"
"AR0141";"ABRAÇADEIRA DE NYLON ENFORCA GATO 2,5 X 150 MM COM 100 PCS";"R$ 3,30";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_395301-580x435.PNG?version=2025091116031004122024082524";"https://camargoebarros.futurasistemas.com.br/2774-ABRACADEIRA-DE-NYLON-ENFORCA-GATO-2-5-X-150-MM-COM-100-PCS-AR0141"
"AR0142";"ABRAÇADEIRA DE NYLON ENFORCA GATO 2,5 X 200 MM COM 100 PCS";"R$ 3,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_395501-580x435.PNG?version=2025091116031804122024082524";"https://camargoebarros.futurasistemas.com.br/2776-ABRACADEIRA-DE-NYLON-ENFORCA-GATO-2-5-X-200-MM-COM-100-PCS-AR0142"
"AR0139";"ABRAÇADEIRA DE NYLON ENFORCA GATO 2,5 X 80 MM COM 100 PCS";"R$ 1,80";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_395201-580x435.PNG?version=2025080518163104122024082524";"https://camargoebarros.futurasistemas.com.br/2773-ABRACADEIRA-DE-NYLON-ENFORCA-GATO-2-5-X-80-MM-COM-100-PCS-AR0139"
"AR0143";"ABRAÇADEIRA DE NYLON ENFORCA GATO 3,6 X 100 MM COM 100 PCS";"R$ 4,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_421701-580x435.PNG?version=2025041017230404122024082524";"https://camargoebarros.futurasistemas.com.br/2980-ABRACADEIRA-DE-NYLON-ENFORCA-GATO-3-6-X-100-MM-COM-100-PCS-AR0143"
"AR0144";"ABRAÇADEIRA DE NYLON ENFORCA GATO 3,6 X 150 MM COM 100 PCS";"R$ 4,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_421501-580x435.PNG?version=2025091116032604122024082524";"https://camargoebarros.futurasistemas.com.br/2978-ABRACADEIRA-DE-NYLON-ENFORCA-GATO-3-6-X-150-MM-COM-100-PCS-AR0144"
"AR0145";"ABRAÇADEIRA DE NYLON ENFORCA GATO 3,6 X 200 MM COM 100 PCS";"R$ 6,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_409501-580x435.PNG?version=2026011210300804122024082524";"https://camargoebarros.futurasistemas.com.br/2886-ABRACADEIRA-DE-NYLON-ENFORCA-GATO-3-6-X-200-MM-COM-100-PCS-AR0145"
"AR0146";"ABRAÇADEIRA DE NYLON ENFORCA GATO 3,6 X 250 MM COM 100 PCS";"R$ 7,20";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_409601-580x435.PNG?version=2026011210301204122024082524";"https://camargoebarros.futurasistemas.com.br/2887-ABRACADEIRA-DE-NYLON-ENFORCA-GATO-3-6-X-250-MM-COM-100-PCS-AR0146"
"AR0147";"ABRAÇADEIRA DE NYLON ENFORCA GATO 3,6 X 300 MM COM 100 PCS";"R$ 9,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_409701-580x435.PNG?version=2025091116045404122024082524";"https://camargoebarros.futurasistemas.com.br/2888-ABRACADEIRA-DE-NYLON-ENFORCA-GATO-3-6-X-300-MM-COM-100-PCS-AR0147"
"AR0148";"ABRAÇADEIRA DE NYLON ENFORCA GATO 3,6 X 370 MM COM 100 PCS";"R$ 9,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_421601-580x435.PNG?version=2025041017441904122024082524";"https://camargoebarros.futurasistemas.com.br/2979-ABRACADEIRA-DE-NYLON-ENFORCA-GATO-3-6-X-370-MM-COM-100-PCS-AR0148"
"AR0368";"ABRAÇADEIRA DE NYLON ENFORCA GATO MISTA COM 80 PCS";"R$ 2,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_393501-580x435.PNG?version=2026011918145404122024082524";"https://camargoebarros.futurasistemas.com.br/2760-ABRACADEIRA-DE-NYLON-ENFORCA-GATO-MISTA-COM-80-PCS-AR0368"
"AR0566";"ABRAÇADEIRA DE NYLON PRETA COM 50 PCS 7,6MM X 200MM STARTOOLS";"R$ 7,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_354401-580x435.PNG?version=2025041018572604122024082524";"https://camargoebarros.futurasistemas.com.br/2561-ABRACADEIRA-DE-NYLON-PRETA-COM-50-PCS-7-6MM-X-200MM-STARTOOLS-AR0566"
"AR0567";"ABRAÇADEIRA DE NYLON PRETA COM 50 PCS 7,6MM X 300MM STARTOOLS";"R$ 11,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_354601-580x435.PNG?version=2025041019000504122024082524";"https://camargoebarros.futurasistemas.com.br/2563-ABRACADEIRA-DE-NYLON-PRETA-COM-50-PCS-7-6MM-X-300MM-STARTOOLS-AR0567"
"AR0568";"ABRAÇADEIRA DE NYLON PRETA COM 50 PCS 7,6MM X 400MM STARTOOLS";"R$ 14,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_354501-580x435.PNG?version=2025091211025904122024082524";"https://camargoebarros.futurasistemas.com.br/2562-ABRACADEIRA-DE-NYLON-PRETA-COM-50-PCS-7-6MM-X-400MM-STARTOOLS-AR0568"
"605129";"ADAPTADOR DE MOTOSSERRA PARA ESMERILHADEIRA 12' GOLFIELD";"R$ 70,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_515501-580x435.JPG?version=2025071110153104122024082524";"https://camargoebarros.futurasistemas.com.br/3635-ADAPTADOR-DE-MOTOSSERRA-PARA-ESMERILHADEIRA-12-GOLFIELD-605129"
"BOM-5665";"ADAPTADOR DE SERRA CIRCULAR PARA PARAFUSADEIRA 100~125MM'";"R$ 70,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_517101-580x435.JPG?version=2025071112002504122024082524";"https://camargoebarros.futurasistemas.com.br/3647-ADAPTADOR-DE-SERRA-CIRCULAR-PARA-PARAFUSADEIRA-100-125MM-BOM-5665"
"BOM-5666";"ADAPTADOR DE SERRA SABRE TICO TICO P/ FURADEIRA";"R$ 56,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_531901-580x435.JPG?version=2025092318292704122024082524";"https://camargoebarros.futurasistemas.com.br/3737-ADAPTADOR-DE-SERRA-SABRE-TICO-TICO-P-FURADEIRA-BOM-5666"
"BOM-5675";"ADAPTADOR GUIA DE CORTE 45º COM SUPORTE PARA SERRA";"R$ 42,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_521101-580x435.JPG?version=2025072910412204122024082524";"https://camargoebarros.futurasistemas.com.br/3665-ADAPTADOR-GUIA-DE-CORTE-45-COM-SUPORTE-PARA-SERRA-BOM-5675"
"CU-4U2TC369P";"ADAPTADOR INTERNACIONAL E CARREGADOR UNIVERSAL CU-4U2TC69P ADAPTADOR INTERNACIONAL E CARREGADOR UNIVERSAL 36W 4 USB + 2 USB-C";"R$ 86,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_520501-580x435.JPG?version=2025102217211204122024082524";"https://camargoebarros.futurasistemas.com.br/3661-ADAPTADOR-INTERNACIONAL-E-CARREGADOR-UNIVERSAL-CU-4U2TC69P"
"BOM-5660";"ADAPTADOR REBITADOR PARA PARAFUSADEIRA";"R$ 42,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_477501-580x435.PNG?version=2025082011231704122024082524";"https://camargoebarros.futurasistemas.com.br/3348-ADAPTADOR-REBITADOR-PARA-PARAFUSADEIRA-BOM-5660"
"9OE";"ADAPTADORES E JUNTAS UNIVERSAIS PARA SOQUETES C.V. COM 7 PEÇAS EDA";"R$ 85,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_466001-580x435.PNG?version=2025010809532204122024082524";"https://camargoebarros.futurasistemas.com.br/3265-ADAPTADORES-E-JUNTAS-UNIVERSAIS-PARA-SOQUETES-C-V-COM-7-PECAS-EDA-9OE"
"BOM-5035";"ADATADOR ANGULAR GRAUS METALICO PARA PARAFUSADEIRA 130MM";"R$ 18,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_472001-580x435.PNG?version=2025111017072904122024082524";"https://camargoebarros.futurasistemas.com.br/3305-ADATADOR-ANGULAR-GRAUS-METALICO-PARA-PARAFUSADEIRA-130MM-BOM-5035"
"BOM-5036";"ADATADOR ANGULAR GRAUS METALICO PARA PARAFUSADEIRA 61MM";"R$ 11,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_472101-580x435.PNG?version=2025080110483704122024082524";"https://camargoebarros.futurasistemas.com.br/3306-ADATADOR-ANGULAR-GRAUS-METALICO-PARA-PARAFUSADEIRA-61MM-BOM-5036"
"BOM-5644";"AFIADOR DE BROCAS TIPO BARRA PARA FURADEIRA 2-12.5MM";"R$ 8,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_544601-580x435.JPG?version=2026011711304504122024082524";"https://camargoebarros.futurasistemas.com.br/3800-AFIADOR-DE-BROCAS-TIPO-BARRA-PARA-FURADEIRA-2-12-5MM-BOM-5644"
"9JS";"ALICATE P/ FAZENDEIRO 10" PROFISSIONAL CABO EMBORRACHADO EDA";"R$ 59,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_403801-580x435.PNG?version=2026020310485004122024082524";"https://camargoebarros.futurasistemas.com.br/2849-ALICATE-P-FAZENDEIRO-10-PROFISSIONAL-CABO-EMBORRACHADO-EDA-9JS"
"BOM-3703";"ALICATE 4,5" COM 3 PCS";"R$ 19,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_392401-580x435.PNG?version=2026011517281704122024082524";"https://camargoebarros.futurasistemas.com.br/2729-ALICATE-4-5-COM-3-PCS--BOM-3703"
"BOM-6003";"ALICATE AMPERIMETRO DIGITAL";"R$ 34,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_398101-580x435.PNG?version=2026041318275804122024082524";"https://camargoebarros.futurasistemas.com.br/2800-ALICATE-AMPERIMETRO-DIGITAL-BOM-6003"
"AR0451";"ALICATE AUTOMATICO DESNCAPADOR DE FIOS STARTOOLS";"R$ 14,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_392501-580x435.PNG?version=2026022014270004122024082524";"https://camargoebarros.futurasistemas.com.br/2751-ALICATE-AUTOMATICO-DESNCAPADOR-DE-FIOS-STARTOOLS-AR0451"
"88040";"ALICATE BOMBA D"AGUA "10 CABO EMBORRACHADO NAVY";"R$ 22,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_457701-580x435.PNG?version=2025082716300904122024082524";"https://camargoebarros.futurasistemas.com.br/2440-ALICATE-BOMBA-D-AGUA-10-CABO-EMBORRACHADO-NAVY-88040"
"BOM-1621";"ALICATE BOMBA D"AGUA 12" CABO EMBORRACHADO";"R$ 32,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_542901-580x435.JPG?version=2026042818270604122024082524";"https://camargoebarros.futurasistemas.com.br/3791-ALICATE-BOMBA-D-AGUA-12--CABO-EMBORRACHADO-BOM-1621"
"BOM-1620";"ALICATE BOMBA D"AGUA 8" CABO EMBORRACHADO";"R$ 21,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_542801-580x435.JPG?version=2026042818270204122024082524";"https://camargoebarros.futurasistemas.com.br/3790-ALICATE-BOMBA-D-AGUA-8--CABO-EMBORRACHADO-BOM-1620"
"BOM-1203";"ALICATE CHAVE MÁGICA AJUSTÁVEL 8"";"R$ 21,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_478901-580x435.PNG?version=2025031514192404122024082524";"https://camargoebarros.futurasistemas.com.br/3357-ALICATE-CHAVE-MAGICA-AJUSTAVEL-8-BOM-1203"
"AR0480";"ALICATE CORTADOR DE CANO PVC 32MM STARTOOLS";"R$ 14,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_371201-580x435.PNG?version=2026011918563104122024082524";"https://camargoebarros.futurasistemas.com.br/2636-ALICATE-CORTADOR-DE-CANO-PVC-32MM-STARTOOLS-AR0480"
"AR0479";"ALICATE CORTADOR DE CANO PVC 42MM C/ TRAVA STARTOOLS";"R$ 23,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_343001-580x435.PNG?version=2026011918562304122024082524";"https://camargoebarros.futurasistemas.com.br/2473-ALICATE-CORTADOR-DE-CANO-PVC-42MM-C-TRAVA-STARTOOLS-AR0479"
"BOM-1707";"ALICATE CRIMPADOR E PRENSA TERMINAL PARA CONECTORES DE REDE";"R$ 42,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_551501-580x435.JPG?version=2026022712090804122024082524";"https://camargoebarros.futurasistemas.com.br/3861-ALICATE-CRIMPADOR-E-PRENSA-TERMINAL-PARA-CONECTORES-DE-REDE-BOM-1707"
"BOM-1704";"ALICATE CRIMPADOR PARA CONECTOR RG59/RG6";"R$ 23,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_400001-580x435.PNG?version=2026022713150204122024082524";"https://camargoebarros.futurasistemas.com.br/2814-ALICATE-CRIMPADOR-PARA-CONECTOR-RG59-RG6-BOM-1704"
"BOM-1601";"ALICATE DE BICO 6"";"R$ 12,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_389801-580x435.PNG?version=2025073013195604122024082524";"https://camargoebarros.futurasistemas.com.br/2735-ALICATE-DE-BICO-6-BOM-1601"
"BOM-1640";"ALICATE DE BICO 6" CABO C/ ISOLAMENTO P/ 1000V";"R$ 18,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_531701-580x435.JPG?version=2025092318030504122024082524";"https://camargoebarros.futurasistemas.com.br/3735-ALICATE-DE-BICO-6-CABO-C-ISOLAMENTO-P-1000V-BOM-1640"
"AR0094";"ALICATE DE BICO 6" STARTOOLS";"R$ 15,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_373801-580x435.PNG?version=2025071616554104122024082524";"https://camargoebarros.futurasistemas.com.br/2472-ALICATE-DE-BICO-6-STARTOOLS-AR0094"
